name,live,prerequisites,h_position,v_position,creation_date,seconds_per_fast_problem,pretty_display_name,short_display_name,topic,area
direct_and_inverse_variation,TRUE,linear_equations_3,34,4,2012-10-11 17:55:17.80927 UTC,8,正比與反比,正反比,algebra-functions,algebra
quadrilateral_types,TRUE,angles_2,33,-14,2012-10-11 17:55:28.21379 UTC,4,四邊形種類,四邊形種類,quadrilaterals-and-polygons,geometry
area_of_parallelograms,TRUE,angles_2,36,-20,2012-10-11 17:55:32.77947 UTC,4,平行四邊形的面積,平行四邊形面積,area-perimeter-and-volume,geometry
discount_tax_and_tip_word_problems,TRUE,"converting_decimals_to_percents,converting_percents_to_decimals",27,-4,2012-10-11 17:54:45.75591 UTC,16,打折、小費與稅率應用題,打折應用,ratio-percentage,arithmetic
adding_and_subtracting_complex_numbers,TRUE,"adding_and_subtracting_polynomials,the_complex_plane",47,-12,2012-10-11 17:55:25.3294 UTC,6,複數的加減,+/- 複數,complex-numbers,algebra
vertex_of_a_parabola,TRUE,"graphing_parabolas_0.5,completing_the_square_1",54,-1,2012-10-11 17:55:00.28857 UTC,23,拋物線的頂點,拋物線頂點,quadtratics,algebra
logarithms_1,TRUE,exponents_3,21,3,2012-10-11 17:55:13.77551 UTC,5,對數 1,對數1,exponents-radicals,algebra
division_0.9,TRUE,division_0.5,6,-8,2013-11-07 12:52:14.09087 UTC,4,除以9以下的數字,除法0.9,multiplication-division,arithmetic
proportions_inner_outer_product,TRUE,writing_proportions,30,-6,2014-07-08 07:03:23.01233 UTC,21,比例式-內項乘積=外項乘積,比例式內項乘積外項乘積,rates-and-ratios,arithmetic
area_of_triangular_shapes,TRUE,"large_angle_long_edge,re_graphics",31,-14,2014-07-08 07:01:48.86531 UTC,15,各式圖形的面積計算,各式圖形的面積計算,basic-geometry,geometry
seq_sequence_exam_1,TRUE,seq-arithmetic-means-2,34,1,2015-02-26 16:58:15.28662 UTC,15,等差數列：綜合評量1,等差數列：綜合評量1,sequence_and_series,arithmetic
position_relation_between_circle_point,TRUE,circles_and_arcs,41,-20,2014-07-24 02:13:42.81493 UTC,8,點與圓的位置關係,點與圓的位置關係,circle-properties,geometry
number_sense_weight_L1,FALSE,,-9,-19,2015-02-10 11:57:06.66214 UTC,0,重量的量感1(old),重量的量感1,quantity-sense,arithmetic
decomposing_fractions,TRUE,adding_fractions_with_common_denominators,20,-4,2015-01-21 03:59:00.32384 UTC,9,將分數分解,將分數分解,fractions,arithmetic
matrix_basic_distance,TRUE,matrix_basic_percentage,49,16,2014-04-09 04:49:03.7539 UTC,11,定義矩陣：城市距離,定義矩陣：城市距離,vectors-matrix,algebra
ordering_decimals_new,TRUE,recognize_decimal_percentile_position,13,10,2015-01-19 10:20:24.53248 UTC,8,小數大小的排列,小數大小的排列,decimals,arithmetic
simplificate_ractional_formula,TRUE,combining_like_terms_2,28,6,2014-07-26 11:08:36.62044 UTC,56,分數型算式的化簡,分數型算式的化簡,solving-linear-equations-and-inequalities,algebra
geometry_identification_concept,TRUE,congruent_triangles_2,37,-28,2014-08-31 15:52:17.28445 UTC,6,證明的意義與應用,證明的意義與應用,congruent-triangles,geometry
simplify_the_root_type,TRUE,square_roots_2,24,5,2014-08-01 09:08:19.07562 UTC,10,化成最簡根式,化成最簡根式,exponents-radicals,algebra
